timestamp,item_id,type,bloom_level,cluster,predicted_confidence,outcome,interval_before,interval_after,ease,reps,time_taken_s
2026-07-08T22:02:55,u2-personcentered-cloze-01,cloze,remember,theory-families,100,correct,6,15,2.52,3,4.1
2026-07-08T22:03:12,u1-upr-apply-01,vignette,apply,rogers-conditions,100,correct,6,15,2.56,3,14.7
2026-07-08T22:03:54,u2-cbt-apply-01,vignette,apply,theory-families,80,correct,6,14,2.48,3,31.4
2026-07-08T22:04:16,u2-existential-apply-01,vignette,apply,theory-families,100,correct,6,13,2.34,3,16.0
2026-07-08T22:04:44,ax-pfa-kublerross-evaluate-01,explain,evaluate,grief-models,85,correct,1,1,1.96,1,19.5
2026-07-08T22:04:56,u1-reflect-apply-01,vignette,apply,microskill-types,100,correct,6,15,2.56,3,10.6
2026-07-08T22:05:00,u2-familysystems-cloze-01,cloze,remember,theory-families,100,correct,6,13,2.34,3,4.0
2026-07-08T22:05:37,u2-postmodern-evaluate-01,explain,evaluate,theory-families,90,correct,6,12,2.16,3,29.3
2026-07-08T22:05:40,u2-psychodynamic-cloze-01,cloze,remember,theory-families,100,correct,6,15,2.58,3,2.7
2026-07-08T22:07:43,u2-defense-apply-01,vignette,apply,theory-families,100,correct,1,1,1.6,1,119.5
2026-07-08T22:07:59,u2-familysystems-apply-01,vignette,apply,theory-families,100,correct,6,14,2.48,3,11.3
2026-07-08T22:08:31,u1-commonfactors-evaluate-01,explain,evaluate,common-factors,90,correct,6,15,2.66,3,24.3
2026-07-08T22:09:02,ax-pfa-refer-analyze-01,vignette,analyze,bereavement-support,75,shaky,1,1,2.0,1,13.8
2026-07-08T22:10:29,ax-pfa-coreactions-recall-01,recall,understand,pfa-frameworks,75,correct,1,6,2.38,2,68.4
2026-07-08T22:10:41,ax-pfa-coreactions-analyze-01,vignette,analyze,pfa-frameworks,90,correct,1,6,2.06,2,7.0
2026-07-08T22:11:21,ax-pfa-dpm-apply-01,vignette,apply,grief-models,90,correct,1,6,2.56,2,33.2
2026-07-08T22:11:41,ax-pfa-selfcare-evaluate-01,explain,evaluate,bereavement-support,100,correct,1,6,2.38,2,12.5
2026-07-08T22:12:03,u1-contextual-understand-01,recall,understand,common-factors,100,shaky,6,3,2.42,2,6.6
2026-07-08T22:14:31,ax-pfa-evidence-evaluate-01,explain,evaluate,pfa-frameworks,80,correct,1,1,2.32,1,136.9
2026-07-08T22:14:46,u2-personcentered-apply-01,vignette,apply,theory-families,100,correct,1,6,2.14,2,10.4
2026-07-08T22:15:26,u2-existential-frankl-recall-01,recall,understand,theory-families,100,correct,6,14,2.48,3,23.7
2026-07-08T22:15:55,u2-postmodern-apply-01,vignette,apply,theory-families,90,correct,6,13,2.34,3,23.4
2026-07-08T22:16:42,u2-personcentered-stuckbetter-01,explain,understand,theory-families,85,correct,6,15,2.52,3,37.9
2026-07-08T22:17:12,u3-state-variation-mcq-01,mcq,understand,duty-concepts,80,correct,0,1,2.6,1,21.8
2026-07-08T22:18:17,u3-reporting-mechanics-recall-01,recall,remember,confidentiality-exceptions,65,correct,0,1,2.6,1,53.4
2026-07-08T22:21:52,u3-crossing-violation-compare-01,compare,analyze,boundary-concepts,50,missed,0,1,2.18,0,196.6
2026-07-08T22:22:52,u3-consent-assent-compare-01,compare,understand,,65,shaky,0,1,2.36,0,44.7
2026-07-08T22:24:10,u3-jaffee-recall-01,recall,remember,confidentiality-exceptions,0,missed,0,1,2.18,0,21.0
2026-07-08T22:24:33,u3-multicultural-floor-cloze-01,cloze,remember,,0,missed,0,1,2.18,0,18.0
2026-07-08T22:24:44,u3-reporting-trigger-cloze-01,cloze,remember,confidentiality-exceptions,80,missed,0,1,2.18,0,8.8
2026-07-08T22:24:56,u3-professions-testing-mcq-01,mcq,apply,the-helping-professions,100,correct,0,1,2.6,1,9.8
2026-07-08T22:25:45,u3-conf-triad-compare-01,compare,analyze,confidentiality-exceptions,55,shaky,0,1,2.36,0,37.3
2026-07-08T22:27:13,u3-professions-lens-compare-01,compare,analyze,the-helping-professions,20,missed,0,1,2.18,0,43.3
2026-07-08T22:28:40,u3-report-vs-warn-compare-01,compare,analyze,confidentiality-exceptions,70,missed,0,1,2.18,0,43.1
2026-07-08T22:29:34,u3-scope-competence-compare-01,compare,analyze,duty-concepts,15,correct,0,1,2.6,1,36.6
2026-07-08T22:30:05,u3-c2b-newspecialty-recall-01,recall,remember,,50,shaky,0,1,2.36,0,19.3
2026-07-08T22:31:47,u3-tarasoff-facts-recall-01,recall,understand,duty-concepts,75,missed,0,1,2.18,0,81.2
2026-07-08T22:31:58,u3-consent-cloze-01,cloze,remember,,100,correct,0,1,2.6,1,9.9
2026-07-09T17:55:04,u3-consent-elements-recall-01,recall,remember,,20,missed,0,1,2.18,0,37.7
2026-07-09T17:55:10,u3-reporting-trigger-cloze-01,cloze,remember,confidentiality-exceptions,100,correct,1,1,2.28,1,4.6
2026-07-09T17:56:22,u3-ethicslaw-compare-01,compare,analyze,duty-concepts,10,shaky,0,1,2.36,0,46.7
2026-07-09T17:57:11,u3-warn-protect-compare-01,compare,analyze,duty-concepts,75,correct,0,1,2.6,1,34.7
2026-07-09T17:57:53,u3-conf-triad-compare-01,compare,analyze,confidentiality-exceptions,60,correct,1,1,2.46,1,33.8
2026-07-09T17:58:22,u3-c2b-newspecialty-recall-01,recall,remember,,75,correct,1,1,2.46,1,17.2
2026-07-09T17:59:07,u3-disease-apply-01,vignette,apply,confidentiality-exceptions,55,shaky,0,1,2.36,0,14.6
2026-07-09T18:00:31,u3-threat-stance-vignette-01,vignette,apply,confidentiality-exceptions,60,correct,0,1,2.6,1,46.9
2026-07-09T18:01:08,ax-pfa-evidence-evaluate-01,explain,evaluate,pfa-frameworks,70,correct,1,6,2.42,2,26.7
2026-07-09T18:02:21,u3-protect-menu-recall-01,recall,apply,duty-concepts,20,missed,0,1,2.18,0,51.7
2026-07-09T18:03:07,u3-code-structure-cloze-01,cloze,remember,ethics-principles,5,missed,0,1,2.18,0,12.4
2026-07-09T18:03:59,u3-scope-competence-compare-01,compare,analyze,duty-concepts,75,correct,1,6,2.7,2,35.4
2026-07-09T18:04:13,u3-exception-discrim-mcq-01,mcq,analyze,confidentiality-exceptions,100,correct,0,1,2.6,1,12.8
2026-07-09T18:05:28,u3-boundary-discrim-mcq-01,mcq,analyze,boundary-concepts,85,correct,0,1,2.6,1,23.8
2026-07-09T18:07:44,u3-report-vs-warn-compare-01,compare,analyze,confidentiality-exceptions,50,shaky,1,1,2.04,0,106.1
2026-07-09T18:09:57,u3-rxp-recall-01,recall,remember,the-helping-professions,20,missed,0,1,2.18,0,16.1
2026-07-09T18:15:24,ax-pfa-notify-grieving-recall-01,recall,understand,bereavement-support,5,missed,0,1,2.18,0,9.6
2026-07-09T18:15:34,u3-professions-prescribe-mcq-01,mcq,apply,the-helping-professions,100,correct,0,1,2.6,1,9.3
2026-07-09T18:15:42,u3-consent-cloze-01,cloze,remember,,100,correct,1,6,2.7,2,6.8
2026-07-09T18:15:58,u3-code-newsection-mcq-01,mcq,remember,ethics-principles,65,correct,0,1,2.6,1,13.9
2026-07-09T18:16:56,u3-consent-trainee-apply-01,vignette,apply,,20,missed,0,1,2.18,0,41.6
2026-07-09T18:17:30,ax-pfa-notify-reasking-analyze-01,vignette,analyze,bereavement-support,80,correct,0,1,2.6,1,18.5
2026-07-09T18:18:18,u3-professions-lens-compare-01,compare,analyze,the-helping-professions,65,correct,1,1,2.28,1,29.4
2026-07-09T18:18:30,ax-pfa-notify-unconfirmed-mcq-01,mcq,apply,bereavement-support,100,correct,0,1,2.6,1,11.1
2026-07-09T18:18:39,u3-dual-5year-cloze-01,cloze,remember,boundary-concepts,100,correct,0,1,2.6,1,7.9
2026-07-09T18:19:09,u3-consent-mandated-apply-01,vignette,apply,,25,missed,0,1,2.18,0,21.9
2026-07-09T18:20:02,u3-principles-apply-01,vignette,apply,ethics-principles,20,missed,0,1,2.18,0,21.2
2026-07-09T18:20:06,u2-defense-apply-01,vignette,apply,theory-families,100,correct,1,6,1.7,2,3.5
2026-07-12T14:38:36,u3-consent-assent-compare-01,compare,understand,,70,correct,1,1,2.46,1,68.2
2026-07-12T14:40:58,u3-threat-stance-vignette-01,vignette,apply,confidentiality-exceptions,70,correct,1,6,2.7,2,85.6
2026-07-12T14:41:27,u3-multicultural-floor-cloze-01,cloze,remember,,10,missed,1,1,1.86,0,24.8
2026-07-12T14:42:33,u3-crossing-violation-compare-01,compare,analyze,boundary-concepts,75,correct,1,1,2.28,1,40.6
2026-07-12T14:43:05,u2-psychodynamic-evaluate-01,explain,evaluate,theory-families,95,correct,6,13,2.34,3,24.1
2026-07-12T14:43:32,u3-warn-protect-compare-01,compare,analyze,duty-concepts,75,correct,1,6,2.7,2,16.7
2026-07-12T14:43:38,u3-code-structure-cloze-01,cloze,remember,ethics-principles,100,correct,1,1,2.28,1,4.6
2026-07-12T14:44:31,u1-contextual-understand-01,recall,understand,common-factors,75,correct,3,7,2.52,3,22.3
2026-07-12T14:45:16,u3-consent-mandated-apply-01,vignette,apply,,50,shaky,1,1,2.04,0,19.0
2026-07-12T14:46:01,u3-protect-menu-recall-01,recall,apply,duty-concepts,70,correct,1,1,2.28,1,30.2
2026-07-12T14:46:40,u2-psychodynamic-stuckbetter-01,explain,understand,theory-families,80,correct,3,7,2.52,3,29.1
2026-07-12T14:47:48,u3-rxp-recall-01,recall,remember,the-helping-professions,15,missed,1,1,1.86,0,31.0
2026-07-12T14:48:44,u3-rural-apply-01,vignette,apply,boundary-concepts,60,shaky,0,1,2.36,0,34.0
2026-07-12T14:48:54,u3-professions-prescribe-mcq-01,mcq,apply,the-helping-professions,100,correct,1,6,2.7,2,9.1
2026-07-12T14:49:31,u3-reporting-mechanics-recall-01,recall,remember,confidentiality-exceptions,65,correct,1,6,2.7,2,25.2
2026-07-12T14:51:00,u3-principles-compare-01,compare,analyze,ethics-principles,45,correct,0,1,2.6,1,71.5
2026-07-12T14:52:02,u3-values-referral-vignette-01,vignette,apply,,55,missed,0,1,2.18,0,41.2
2026-07-12T14:52:51,u3-tarasoff-facts-recall-01,recall,understand,duty-concepts,80,shaky,1,1,2.04,0,21.7
2026-07-12T14:53:25,u3-court-order-apply-01,vignette,apply,confidentiality-exceptions,50,correct,0,1,2.6,1,20.2
2026-07-12T14:53:56,u3-principles-apply-01,vignette,apply,ethics-principles,70,correct,1,1,2.28,1,23.4
2026-07-12T14:54:05,u3-exception-discrim-mcq-01,mcq,analyze,confidentiality-exceptions,100,correct,1,6,2.7,2,8.5
2026-07-12T14:54:48,u3-reporting-alliance-stance-01,explain,evaluate,confidentiality-exceptions,70,shaky,0,1,2.36,0,20.8
2026-07-12T14:56:12,u3-decision-model-explain-01,explain,evaluate,duty-concepts,10,missed,0,1,2.18,0,19.3
2026-07-12T14:56:23,u3-professions-testing-mcq-01,mcq,apply,the-helping-professions,100,correct,1,6,2.7,2,9.6
2026-07-12T14:58:38,u3-conf-speech-produce-01,explain,apply,confidentiality-exceptions,80,correct,0,1,2.6,1,112.2
2026-07-12T14:59:19,u3-disease-apply-01,vignette,apply,confidentiality-exceptions,75,correct,1,1,2.46,1,29.6
2026-07-12T15:01:41,u3-trigger-discrim-vignette-01,vignette,analyze,confidentiality-exceptions,80,missed,0,1,2.18,0,31.1
2026-07-12T15:02:11,u3-c2b-newspecialty-recall-01,recall,remember,,85,correct,1,6,2.56,2,18.3
2026-07-12T15:08:34,u3-slippery-slope-explain-01,explain,understand,boundary-concepts,15,missed,0,1,2.18,0,32.9
2026-07-12T15:09:24,u3-tarasoff-critique-evaluate-01,explain,evaluate,duty-concepts,40,missed,0,1,2.18,0,24.2
2026-07-12T15:10:00,u3-report-vs-warn-compare-01,compare,analyze,confidentiality-exceptions,90,correct,1,1,2.14,1,16.8
2026-07-12T15:10:55,u3-professions-paths-recall-01,recall,remember,the-helping-professions,15,missed,0,1,2.18,0,26.6
2026-07-12T15:11:39,u3-exceptions-freerecall-01,recall,remember,confidentiality-exceptions,80,missed,0,1,2.18,0,28.7
2026-07-12T15:11:46,u3-dual-5year-cloze-01,cloze,remember,boundary-concepts,100,correct,1,6,2.7,2,5.3
2026-07-12T15:12:36,u3-impairment-vignette-01,vignette,apply,,45,missed,0,1,2.18,0,27.1
2026-07-12T15:13:02,u3-minimal-disclosure-explain-01,explain,understand,confidentiality-exceptions,40,missed,0,1,2.18,0,21.1
2026-07-12T15:13:16,u3-state-variation-mcq-01,mcq,understand,duty-concepts,100,missed,1,1,2.28,0,10.9
2026-07-12T15:14:13,u3-principles-recall-01,recall,remember,ethics-principles,40,missed,0,1,2.18,0,46.6
2026-07-12T15:15:00,u3-jaffee-recall-01,recall,remember,confidentiality-exceptions,0,missed,1,1,1.86,0,6.9
2026-07-12T15:15:10,u3-code-newsection-mcq-01,mcq,remember,ethics-principles,100,correct,1,6,2.7,2,8.9
2026-07-12T15:15:36,u3-conf-triad-compare-01,compare,analyze,confidentiality-exceptions,80,correct,1,6,2.56,2,18.1
2026-07-12T15:15:43,u3-b2a-wording-cloze-01,cloze,remember,confidentiality-exceptions,100,correct,0,1,2.6,1,6.3
2026-07-12T15:15:48,u3-reporting-trigger-cloze-01,cloze,remember,confidentiality-exceptions,100,correct,1,6,2.38,2,4.0
2026-07-12T15:15:59,u3-boundary-discrim-mcq-01,mcq,analyze,boundary-concepts,100,correct,1,6,2.7,2,9.6
2026-07-12T15:16:52,u3-consent-trainee-apply-01,vignette,apply,,100,correct,1,1,2.28,1,42.8
2026-07-12T15:17:16,u3-ethicslaw-conflict-recall-01,recall,understand,duty-concepts,0,missed,0,1,2.18,0,11.7
2026-07-12T15:18:13,u3-ethicslaw-compare-01,compare,analyze,duty-concepts,85,correct,1,1,2.46,1,32.6
2026-07-12T15:18:36,u3-reporting-hesitate-vignette-01,vignette,apply,confidentiality-exceptions,70,correct,0,1,2.6,1,12.2
2026-07-12T15:19:18,u3-professions-lens-compare-01,compare,analyze,the-helping-professions,85,correct,1,6,2.38,2,34.4
2026-07-12T15:20:29,u3-consent-elements-recall-01,recall,remember,,50,correct,1,1,2.28,1,55.6
2026-07-12T15:20:40,u3-tobriner-cloze-01,cloze,remember,duty-concepts,20,missed,0,1,2.18,0,8.7
2026-07-12T15:21:04,u3-consent-ongoing-why-01,explain,understand,,80,correct,0,1,2.6,1,14.0
2026-07-13T22:30:20,u3-ethicslaw-compare-01,compare,analyze,duty-concepts,70,correct,1,6,2.56,2,23.1
2026-07-13T22:30:26,u3-code-structure-cloze-01,cloze,remember,ethics-principles,100,correct,1,6,2.38,2,4.8
2026-07-13T22:30:51,u3-consent-ongoing-why-01,explain,understand,,70,correct,1,6,2.7,2,15.3
2026-07-13T22:31:33,u3-reporting-alliance-stance-01,explain,evaluate,confidentiality-exceptions,60,shaky,1,1,2.22,0,24.4
2026-07-13T22:32:30,u2-sfbt-vs-narrative-compare-01,compare,analyze,theory-families,80,correct,6,12,2.06,3,44.4
2026-07-13T22:35:04,u3-reporting-hesitate-vignette-01,vignette,apply,confidentiality-exceptions,45,correct,1,6,2.7,2,145.7
2026-07-13T22:35:29,u3-ethicslaw-conflict-recall-01,recall,understand,duty-concepts,75,correct,1,1,2.28,1,18.2
2026-07-13T22:35:57,u3-consent-assent-compare-01,compare,understand,,80,correct,1,6,2.56,2,18.1
2026-07-13T22:36:34,u3-slippery-slope-explain-01,explain,understand,boundary-concepts,70,correct,1,1,2.28,1,22.0
2026-07-13T22:36:56,u3-minimal-disclosure-explain-01,explain,understand,confidentiality-exceptions,60,correct,1,1,2.28,1,18.3
2026-07-13T22:37:38,u3-principles-compare-01,compare,analyze,ethics-principles,80,correct,1,6,2.7,2,33.2
2026-07-13T22:37:44,u3-tobriner-cloze-01,cloze,remember,duty-concepts,80,correct,1,1,2.28,1,4.8
2026-07-13T22:38:08,u3-jaffee-recall-01,recall,remember,confidentiality-exceptions,90,correct,1,1,1.96,1,17.7
2026-07-13T22:39:23,u3-conf-speech-produce-01,explain,apply,confidentiality-exceptions,90,correct,1,6,2.7,2,63.5
2026-07-13T22:40:09,u3-consent-elements-recall-01,recall,remember,,90,correct,1,6,2.38,2,32.9
2026-07-13T22:41:17,u3-report-vs-warn-compare-01,compare,analyze,confidentiality-exceptions,100,correct,1,6,2.24,2,43.9
2026-07-13T22:42:04,u3-impairment-vignette-01,vignette,apply,,70,shaky,1,1,2.04,0,25.1
2026-07-13T22:42:25,u3-tarasoff-facts-recall-01,recall,understand,duty-concepts,80,correct,1,1,2.14,1,10.5
2026-07-13T22:43:01,u3-decision-model-explain-01,explain,evaluate,duty-concepts,75,correct,1,1,2.28,1,17.1
2026-07-13T22:43:29,u3-protect-menu-recall-01,recall,apply,duty-concepts,90,correct,1,6,2.38,2,18.2
2026-07-13T22:44:00,u3-rural-apply-01,vignette,apply,boundary-concepts,70,correct,1,1,2.46,1,20.1
2026-07-13T22:44:56,u3-exceptions-freerecall-01,recall,remember,confidentiality-exceptions,80,correct,1,1,2.28,1,37.1
2026-07-13T22:45:37,u3-tarasoff-critique-evaluate-01,explain,evaluate,duty-concepts,85,correct,1,1,2.28,1,24.6
2026-07-13T22:46:11,u3-principles-recall-01,recall,remember,ethics-principles,50,shaky,1,1,2.04,0,28.9
2026-07-13T22:46:57,u3-consent-trainee-apply-01,vignette,apply,,80,correct,1,6,2.38,2,35.4
2026-07-13T22:47:37,u3-trigger-discrim-vignette-01,vignette,analyze,confidentiality-exceptions,80,correct,1,1,2.28,1,22.9
2026-07-13T22:47:47,u3-state-variation-mcq-01,mcq,understand,duty-concepts,85,correct,1,1,2.38,1,8.0
2026-07-13T22:48:10,u3-principles-apply-01,vignette,apply,ethics-principles,90,correct,1,6,2.38,2,17.9
2026-07-13T22:49:07,u2-bowen-vs-minuchin-compare-01,compare,analyze,theory-families,75,shaky,6,3,1.78,2,34.3
2026-07-13T22:49:26,u3-consent-mandated-apply-01,vignette,apply,,80,correct,1,1,2.14,1,14.0
2026-07-13T22:50:02,u3-crossing-violation-compare-01,compare,analyze,boundary-concepts,85,correct,1,6,2.38,2,25.2
2026-07-13T22:50:38,u3-court-order-apply-01,vignette,apply,confidentiality-exceptions,80,correct,1,6,2.7,2,28.0
2026-07-13T22:50:47,u3-multicultural-floor-cloze-01,cloze,remember,,85,correct,1,1,1.96,1,7.0
2026-07-13T22:51:11,u3-values-referral-vignette-01,vignette,apply,,90,correct,1,1,2.28,1,12.9
2026-07-13T22:53:26,u3-b2a-wording-cloze-01,cloze,remember,confidentiality-exceptions,100,correct,1,6,2.7,2,133.9
2026-07-13T22:54:18,u3-rxp-recall-01,recall,remember,the-helping-professions,60,shaky,1,1,1.72,0,26.4
2026-07-13T22:55:46,u3-professions-paths-recall-01,recall,remember,the-helping-professions,25,missed,1,1,1.86,0,35.3
2026-07-13T22:56:11,u3-disease-apply-01,vignette,apply,confidentiality-exceptions,80,correct,1,6,2.56,2,15.3
2026-07-14T17:20:36,u3-impairment-vignette-01,vignette,apply,,20,missed,1,1,1.72,0,58.7
2026-07-14T17:21:18,u3-decision-model-explain-01,explain,evaluate,duty-concepts,80,correct,1,6,2.38,2,20.9
2026-07-14T17:21:58,u3-tarasoff-facts-recall-01,recall,understand,duty-concepts,80,correct,1,6,2.24,2,24.3
2026-07-14T17:24:28,u3-exceptions-freerecall-01,recall,remember,confidentiality-exceptions,90,correct,1,6,2.38,2,131.0
2026-07-14T17:27:07,u3-rural-apply-01,vignette,apply,boundary-concepts,75,correct,1,6,2.56,2,146.4
2026-07-14T17:27:29,u3-principles-recall-01,recall,remember,ethics-principles,100,correct,1,1,2.14,1,17.0
2026-07-14T17:28:30,u3-reporting-alliance-stance-01,explain,evaluate,confidentiality-exceptions,70,shaky,1,1,2.08,0,44.5
2026-07-14T17:29:05,u3-ethicslaw-conflict-recall-01,recall,understand,duty-concepts,95,correct,1,6,2.38,2,28.4
2026-07-14T17:29:43,u3-trigger-discrim-vignette-01,vignette,analyze,confidentiality-exceptions,80,correct,1,6,2.38,2,21.9
2026-07-14T17:29:49,u3-tobriner-cloze-01,cloze,remember,duty-concepts,100,correct,1,6,2.38,2,4.8
2026-07-14T17:30:18,u2-personcentered-apply-01,vignette,apply,theory-families,80,correct,6,13,2.24,3,21.2
2026-07-14T17:31:43,u3-consent-mandated-apply-01,vignette,apply,,90,correct,1,6,2.24,2,79.3
2026-07-14T17:32:04,u3-state-variation-mcq-01,mcq,understand,duty-concepts,80,correct,1,6,2.48,2,8.6
2026-07-14T17:35:55,u3-slippery-slope-explain-01,explain,understand,boundary-concepts,85,correct,1,6,2.38,2,222.0
2026-07-14T17:36:56,u3-tarasoff-critique-evaluate-01,explain,evaluate,duty-concepts,65,correct,1,6,2.38,2,37.6
2026-07-14T17:39:02,u3-values-referral-vignette-01,vignette,apply,,85,correct,1,6,2.38,2,15.1
2026-07-14T17:39:41,u3-rxp-recall-01,recall,remember,the-helping-professions,50,shaky,1,1,1.58,0,26.4
2026-07-14T17:39:49,u3-multicultural-floor-cloze-01,cloze,remember,,90,correct,1,6,2.06,2,5.8
2026-07-14T17:40:19,u3-jaffee-recall-01,recall,remember,confidentiality-exceptions,85,correct,1,6,2.06,2,19.9
2026-07-14T17:40:54,u3-minimal-disclosure-explain-01,explain,understand,confidentiality-exceptions,15,shaky,1,1,2.14,1,26.0
2026-07-14T17:42:51,u3-professions-paths-recall-01,recall,remember,the-helping-professions,20,missed,1,1,1.54,0,52.8
2026-07-15T16:33:34,u3-impairment-vignette-01,vignette,apply,,45,shaky,1,1,1.58,0,108.7
2026-07-15T16:36:44,u3-professions-paths-recall-01,recall,remember,the-helping-professions,60,correct,1,1,1.64,1,60.5
2026-07-15T16:37:22,u3-minimal-disclosure-explain-01,explain,understand,confidentiality-exceptions,50,correct,1,6,2.24,2,29.6
2026-07-15T16:37:33,u3-consent-cloze-01,cloze,remember,,100,correct,6,16,2.8,3,9.2
2026-07-15T16:38:17,u3-reporting-alliance-stance-01,explain,evaluate,confidentiality-exceptions,80,correct,1,1,2.18,1,30.7
2026-07-15T16:38:23,u2-defense-apply-01,vignette,apply,theory-families,100,correct,6,10,1.8,3,4.2
2026-07-15T16:38:44,u3-principles-recall-01,recall,remember,ethics-principles,100,correct,1,6,2.24,2,13.0
2026-07-15T16:39:45,u3-rxp-recall-01,recall,remember,the-helping-professions,75,shaky,1,1,1.44,0,32.2
2026-07-15T16:40:24,u3-scope-competence-compare-01,compare,analyze,duty-concepts,90,correct,6,16,2.8,3,26.0
2026-07-15T16:47:56,ax-pfa-notify-deliver-apply-01,vignette,apply,bereavement-support,35,missed,0,1,2.18,0,421.1
2026-07-15T16:49:20,u4-helpseek-stance-01,vignette,evaluate,,50,missed,0,1,2.18,0,40.1
2026-07-15T16:49:40,u4-dimension-vignette-02,mcq,apply,mc-competence-dimensions,85,correct,0,1,2.6,1,18.0
2026-07-15T16:50:30,u4-humility-vignette-01,vignette,evaluate,mc-frameworks,85,correct,0,1,2.6,1,38.6
2026-07-15T16:51:16,u4-privilege-explain-01,explain,understand,,40,missed,0,1,2.18,0,23.0
2026-07-15T16:52:49,u4-broach-recall-02,recall,remember,broaching-styles,15,missed,0,1,2.18,0,31.4
2026-07-15T16:53:05,ax-pfa-notify-dwords-explain-01,explain,understand,bereavement-support,90,correct,0,1,2.6,1,8.7
2026-07-15T16:53:54,ax-pfa-notify-viewing-evaluate-01,vignette,evaluate,bereavement-support,70,shaky,0,1,2.36,0,29.9
2026-07-15T16:54:46,ax-pfa-refer-analyze-01,vignette,analyze,bereavement-support,75,correct,1,6,2.1,2,37.4
2026-07-15T16:55:05,ax-pfa-notify-unconfirmed-mcq-01,mcq,apply,bereavement-support,100,correct,1,6,2.7,2,17.4
2026-07-15T16:56:00,ax-pfa-evidence-evaluate-01,explain,evaluate,pfa-frameworks,80,correct,6,15,2.52,3,35.4
2026-07-15T16:56:37,ax-pfa-debrief-understand-01,explain,understand,pfa-frameworks,65,correct,6,16,2.8,3,26.9
2026-07-15T16:57:07,ax-pfa-pgd-analyze-01,vignette,analyze,grief-models,85,correct,6,16,2.8,3,22.3
2026-07-15T17:00:07,ax-pfa-lll-apply-01,vignette,apply,pfa-frameworks,70,correct,6,16,2.8,3,46.6
2026-07-15T17:00:21,u4-microagg-vignette-01,mcq,apply,microaggression-types,100,correct,0,1,2.6,1,11.8
2026-07-15T17:02:34,u4-frameworks-compare-01,compare,analyze,mc-frameworks,20,missed,0,1,2.18,0,51.2
2026-07-15T17:03:40,u4-microagg-critique-01,explain,evaluate,microaggression-types,50,missed,0,1,2.18,0,28.0
2026-07-15T17:04:33,u4-privilege-stance-01,vignette,evaluate,,50,missed,0,1,2.18,0,31.2
2026-07-15T17:04:38,ax-pfa-ring-cloze-01,cloze,remember,bereavement-support,100,correct,6,16,2.8,3,4.2
2026-07-15T17:04:59,ax-pfa-notify-reasking-analyze-01,vignette,analyze,bereavement-support,75,correct,1,6,2.7,2,12.0
2026-07-15T17:05:38,u4-humility-compare-01,compare,analyze,mc-frameworks,80,correct,0,1,2.6,1,25.5
2026-07-15T17:17:17,ax-pfa-notify-grieving-recall-01,recall,understand,bereavement-support,15,missed,1,1,1.86,0,15.3
2026-07-15T17:17:57,ax-pfa-debrief-apply-01,vignette,apply,pfa-frameworks,75,correct,6,16,2.8,3,30.7
2026-07-15T17:20:30,u4-accult-critique-01,explain,evaluate,acculturation-strategies,50,missed,0,1,2.18,0,59.9
2026-07-15T17:21:29,u4-msjcc-quadrants-recall-01,recall,understand,mc-frameworks,80,correct,0,1,2.6,1,47.2
2026-07-15T17:23:50,ax-pfa-objectives-recall-01,recall,remember,pfa-frameworks,40,missed,1,1,1.32,0,58.7
2026-07-15T17:24:15,ax-pfa-help-apply-01,vignette,apply,bereavement-support,75,correct,6,16,2.8,3,22.1
2026-07-15T17:24:23,u4-accult-cloze-01,cloze,remember,acculturation-strategies,100,correct,0,1,2.6,1,6.5
2026-07-15T17:25:23,u4-microagg-clinical-analyze-01,explain,analyze,microaggression-types,50,correct,0,1,2.6,1,39.7
2026-07-15T17:25:48,u4-evidence-analyze-01,explain,evaluate,,90,correct,0,1,2.6,1,14.8
2026-07-15T17:26:01,ax-pfa-pgd-risk-mcq-01,mcq,understand,grief-models,100,correct,6,16,2.8,3,5.3
2026-07-15T17:26:15,u4-tripartite-cloze-01,cloze,remember,mc-competence-dimensions,100,correct,0,1,2.6,1,11.3
2026-07-15T17:26:33,u4-broach-vignette-02,mcq,apply,broaching-styles,100,correct,0,1,2.6,1,15.0
2026-07-15T17:28:39,u4-humility-recall-01,recall,remember,mc-frameworks,50,missed,0,1,2.18,0,41.2
2026-07-15T17:28:55,ax-pfa-notify-principles-cloze-01,cloze,remember,bereavement-support,10,missed,0,1,2.18,0,13.4
2026-07-15T17:29:25,ax-pfa-dpm-apply-01,vignette,apply,grief-models,95,correct,6,15,2.66,3,20.1
2026-07-15T17:30:04,u4-msjcc-socioeco-recall-01,recall,remember,mc-frameworks,85,correct,0,1,2.6,1,34.2
2026-07-15T17:32:12,u4-microagg-cloze-01,cloze,remember,microaggression-types,10,missed,0,1,2.18,0,112.4
2026-07-15T17:34:37,u4-privilege-power-recall-01,recall,understand,,15,missed,0,1,2.18,0,53.7
2026-07-15T17:36:05,ax-pfa-notify-scenarios-compare-01,compare,analyze,bereavement-support,20,missed,0,1,2.18,0,54.3
2026-07-15T17:39:35,u4-autobiography-production-01,explain,apply,,50,missed,0,1,2.18,0,208.5
2026-07-15T17:39:46,u4-broach-vignette-01,mcq,apply,broaching-styles,100,correct,0,1,2.6,1,9.1
2026-07-15T17:40:16,u4-humility-stance-01,explain,evaluate,,80,correct,0,1,2.6,1,20.9
